time_ms,raw_phone_ax,raw_phone_ay,raw_phone_az,calib_veh_ax_fwd,calib_veh_ay_lat,calib_veh_az_up,raw_phone_gx,raw_phone_gy,raw_phone_gz,calib_veh_gx_roll,calib_veh_gy_pitch,calib_veh_gz_yaw
28048,0.1624,-0.0672,9.8007,0.21983189266398553,0.13460005787746046,9.798886175984146,-0.0247,0.0018,0.0143,0.014975760132819413,-0.02006336387372576,0.013820566184818745
30048,-0.0475,-0.0138,9.7041,0.31193596995398404,-0.05978654648237862,9.699027187487484,-0.0143,0.0073,0.0064,0.003842789608240128,-0.015652441647648813,0.006242919125035405
1816,0.227,-0.0489,9.9015,0.1669645516820252,0.1717465942552779,9.901325765534118,0.0284,-0.0159,0.0101,-0.0059256050504744055,0.031915562617359686,0.010376129740104078
223,-0.2734,-0.0142,9.6625,0.4569576961748302,-0.23181023436808026,9.65278780765906,-0.021,0.0006,0.0101,0.013384911640733481,-0.016449951148452237,0.009675394272059202
2222,0.0269,0.2431,10.0292,0.07693871150314806,-0.17006439508292825,10.030445453217252,0.0089,0.0128,-0.0241,-0.016186416786164046,-0.0013961798844393345,-0.023662430361658333
4222,-0.1697,0.1323,9.5204,0.2742439796119928,-0.24683520643357185,9.51568092125915,0.0058,-0.0256,-0.0058,0.015626371844112873,0.020985936310980467,-0.006168221987783908
6223,0.038,-0.1108,10.0657,0.3408257157675922,0.0669330389765557,10.060387594471871,-0.0027,-0.0275,0.0131,0.023092374447733162,0.01566255083088763,0.012513062367215753
8222,-0.1406,-0.0352,9.8297,0.3918891405038536,-0.11744025705070235,9.822252472178638,0.0052,0.0122,-0.0052,-0.012812000617384911,-0.0038958030549809345,-0.004857505149394274
10222,0.1393,-0.2548,9.8397,0.3789815871916712,0.2380426334931981,9.83380576087013,0.0034,-0.0147,0.0168,0.009489670771360398,0.012036278906092048,0.016582042780146
12223,-0.0696,-0.0187,9.9454,0.33667808524519205,-0.07429571368498727,9.939683423371239,0.0046,0.0043,0.004,-0.006139932042360306,0.0007194987740367651,0.0041753510598093275
14222,-0.0064,-0.1535,9.5723,0.3883136041916907,0.06228147428599185,9.565451758089289,-0.0131,-0.0067,0.04,0.014687709492444991,-0.005803771302849054,0.03958645583130419
16223,-0.0158,-0.1216,9.6677,0.3727046032510698,0.0341778998102527,9.661231079892815,-0.007,0.011,-0.0101,-0.004154799946397542,-0.012415938829956575,-0.010029561341553927
18222,0.021,-0.1275,9.6091,0.35180766208544373,0.0662737993751187,9.60329852248989,-0.0021,-0.0128,0.0021,0.011181478037685157,0.006659932428924367,0.0018110341913998124
20222,0.243,0.4591,9.881,-0.2315592180207372,-0.14418062739381568,9.890883609472588,0.0077,-0.0458,-0.007,0.029779173897206784,0.035490939167048784,-0.007715178617835045
22221,0.1454,-0.4204,9.7719,0.49950883085206155,0.3499158758966718,9.762989303910732,-0.0314,-0.0177,0.0296,0.034608303374052046,-0.012629852643981573,0.028603534619882704
24223,0.0657,0.3185,9.7938,-0.012216664512455469,-0.18837700450988484,9.79737952027209,0.004,-0.011,0.0192,0.006345957779884338,0.010095720937848092,0.019064240043610334
26222,0.1378,-0.9644,9.7225,0.9181272066883744,0.695747067377111,9.703043040975928,0.0064,-0.0183,0.0082,0.010059373520314694,0.016680708298366518,0.007978281008824707
28222,-0.4754,1.2658,9.7759,-0.3861146692626179,-1.2133493709628937,9.786479332942516,0.0064,-0.3268,-0.095,0.24257524785250423,0.21634105694806202,-0.10108409169763327
30222,-0.4524,0.4212,10.2712,0.25730701206326484,-0.6517723617505282,10.26589568835646,0.0681,-0.1564,0.0088,0.07560730831623078,0.15299552708603442,0.0072050616569817065
32223,0.0712,-0.4575,9.3662,0.5644141067400574,0.3186077783738263,9.35521282815598,-0.007,-0.0928,0.1384,0.07919077506661415,0.05415049415193497,0.1364256045565009
34223,0.0628,0.9408,9.8572,-0.4834092995971442,-0.5928572365639732,9.872602469298243,0.0174,-0.0458,-0.0101,0.023428819147497417,0.042904960179748014,-0.010614366097003222
36222,-0.1027,0.0177,9.5155,0.31828471917286516,-0.1216395506254863,9.509968597247079,0.0077,-0.0861,-0.0321,0.059829059226065864,0.06161183741190471,-0.03357640528567135
38223,0.2989,1.2557,9.8087,-0.8775046681873501,-0.6159387486272958,9.835005226841941,0.0101,-0.069,-0.1262,0.04260613263100386,0.05271036427048966,-0.1272626629948616
40223,0.7468,-0.3322,10.2599,0.05746426300480961,0.7503266647866462,10.26485882148221,-0.0559,0.0849,-0.0217,-0.029288761829584835,-0.09744595187245869,-0.02121708525530994
42222,0.0436,0.1773,10.0098,0.11582072146981953,-0.11474104897575453,10.010137657554075,-0.0253,0.1179,0.0058,-0.07346180966049434,-0.09550263840267437,0.0075331389721482985
44222,-0.2073,-0.3475,9.7785,0.6718274369470775,0.03359164620428344,9.763724427475408,-0.0149,0.0648,-0.0364,-0.04083809841573238,-0.053116815747506915,-0.03545227116569877
46222,0.048,0.3199,9.8405,-0.0005520890153944714,-0.20294742792886683,9.843723673281447,0.0126,0.0226,0.0266,-0.024638961954414843,-0.00507320102835074,0.027281206000596282
48222,-0.0987,-0.1956,9.5406,0.479156428129971,0.019138164773304024,9.531059516526014,-0.0253,-0.0226,0.0046,0.03371055137664079,-0.004724567821901292,0.003645158578455448
50222,-0.108,-0.1058,9.7632,0.4228520878314972,-0.046722356687486165,9.755098585701733,0.0077,-0.0202,0.0241,0.011113235288113353,0.018847335809236393,0.02386239601671696
52222,-0.0045,0.2749,9.9126,0.06969818420559165,-0.21418629745161158,9.913853888498618,-0.0076,-0.0208,0.0315,0.021657627324014904,0.0075323087919969105,0.030933178427815438
54222,-0.0327,-0.3484,10.1622,0.570469293500483,0.16615594731951133,10.150848307532817,-0.0229,0.0141,-0.0223,0.003407017486542463,-0.026513878982746972,-0.022492586971446873
56222,-0.1384,0.522,9.4636,-0.044906084474921275,-0.4745320105565712,9.467004252891241,0.004,0.124,0.0052,-0.09705379485189915,-0.07707809280473739,0.00765297974050045
58222,0.0636,0.002,9.8579,0.23242701822295786,0.01428972262372263,9.855354804845154,0.0248,0.0092,0.0211,-0.02244605900272727,0.012914458137052134,0.02177799871712923
60221,-0.7609,0.0083,10.1222,0.7674223963871598,-0.6199750342472456,10.102705974620207,0.0113,0.0739,0.0596,-0.06202229913175105,-0.03931962262261658,0.061223048553988337
62222,-0.2338,0.0423,9.558,0.38535894663631914,-0.2377390333717689,9.55022500382848,0.0413,-0.0134,0.0205,-0.015873334328085187,0.04011169025222771,0.02108529309183359
64222,0.1681,0.1646,9.7781,0.038649990727752465,-0.010734817181201655,9.780847853973508,0.0138,-0.1063,-0.0559,0.07063915833160282,0.07939811401492917,-0.05762801916189492
66223,0.1037,0.0123,9.7979,0.19699891158118846,0.03844259773981758,9.796400686923787,0.0022,-0.088,0.0046,0.06585438120514155,0.05851872479589656,0.0029595796778798104
68222,-0.0248,0.8363,10.1134,-0.3399563595995307,-0.5930605424123816,10.124899248503521,-0.0009,-0.0794,0.0027,0.06124116278663278,0.05060268418234773,0.0011611039832234383
70223,-0.314,-0.2149,10.175,0.6506139618590474,-0.13484437144016848,10.160409694983437,0.015,-0.1552,0.0027,0.10881132568493486,0.11171133915823885,3.783882409334184e-05
72222,-0.4828,0.7419,9.879,0.021292197926342505,-0.8808616201802156,9.879361586602405,0.0187,-0.2278,-0.0871,0.1593127468459308,0.16174099059938452,-0.09103976862728595
74222,0.0472,0.0887,10.1798,0.18584331608563662,-0.05531915300032124,10.178449259466305,-0.0143,-0.2138,-0.1659,0.16774195868000388,0.12777167649674226,-0.1702197807252407
76223,0.8114,-0.0131,9.5929,-0.24634345273450017,0.5957000049957539,9.605557334205136,-0.0436,-0.1637,-0.0107,0.1527647595845163,0.07252057449850255,-0.014725279174372554
78222,1.1964,0.3281,10.0986,-0.7411986399248242,0.6674234845577738,10.125508317374809,-0.0131,0.1069,-0.015,-0.07352703218609093,-0.07901440980667249,-0.013218103775009513
80222,0.2252,-0.0356,10.7726,0.18228123637586832,0.15886719241859393,10.772299293999374,-0.0259,0.2279,-0.0028,-0.1572476809233427,-0.1670004984581843,0.0010290283199399712
82223,-0.8419,1.1835,9.477,-0.0949852640941739,-1.4389137266707608,9.478581386331841,0.0565,0.1216,-0.0431,-0.1304724130578339,-0.035294672243529925,-0.03959362672641873
84223,-0.4118,-0.5511,9.5553,0.953011364363879,0.00979220199487174,9.532508863870428,0.0022,-0.0318,0.2953,0.031082221012562517,0.021237093365332114,0.2946201868362725
86223,0.9706,2.0946,8.8594,-1.9778523434177038,-0.6420759494659489,8.915953296969088,-0.1023,-0.0177,0.1329,0.08327460607811808,-0.06709063452207482,0.1304039011415094
88223,-1.592,1.269,9.5363,0.32581430036798126,-2.0668756606459153,9.524059843885155,0.0394,-0.149,-0.1909,0.08292279491797089,0.12697661641058514,-0.1928650295265019
90222,0.1171,-2.365,9.9572,2.006743335023523,1.5840605869887399,9.9104241021052,0.0614,-0.0189,-0.0211,-0.025817022547870876,0.05914581590364687,-0.020189943876489997
92222,-1.137,-0.1249,9.8415,1.1040971240647137,-0.8200421680850443,9.811829344629123,-0.0931,0.0073,-0.0761,0.05242699997499585,-0.07552174889831803,-0.0778459081005305
94222,0.5344,0.8262,9.8392,-0.701008385270834,-0.15880138100646443,9.862120424405486,0.0162,0.1081,0.0162,-0.09249298479706049,-0.05753040761696175,0.018595420644804836
96222,0.5711,0.0223,11.2319,-0.07245260205790408,0.3839363147030119,11.239643151087686,0.0523,0.099,0.1585,-0.10489133027270438,-0.02457308619939722,0.16140790867358445
98222,-0.1431,-1.2261,9.9276,1.3049283131808043,0.6497393686087801,9.897274620242044,-0.0553,0.1613,0.1121,-0.0842389204569161,-0.14679579147943297,0.11400434011407197
100222,-0.1844,-0.1038,10.9853,0.5047571629785002,-0.11041415571128019,10.975182327332348,-0.043,0.1136,-0.1787,-0.06389815627709032,-0.10561735407304951,-0.1773404943242669
102222,-0.4144,-0.8776,9.996,1.2161149167120457,0.2172788540620357,9.966733821669221,0.1353,0.0141,0.3082,-0.08953161077648401,0.0931293143353425,0.3111320702616125
104222,0.2273,-0.1909,10.1241,0.28133147834464906,0.26297444605021736,10.121126894648,0.0119,-0.0067,0.0657,-0.000739282888919116,0.013191882686084138,0.06579071247167885
106222,-0.4534,-0.0576,10.3444,0.6253341510027648,-0.3434378983573988,10.329884418700635,-0.0351,-0.0385,-0.0321,0.05114730170443654,-0.0018091852416750032,-0.03354624266661703
108222,-0.3916,-0.2076,10.0889,0.6927526995711029,-0.19850209983349779,10.072886665292085,0.0009,0.0208,-0.1286,-0.02004000935703516,-0.012321502542588859,-0.12813270144239067
110222,-0.2175,0.8439,10.1545,-0.22017087140157815,-0.7451890353871975,10.162163424113022,0.1048,-0.1014,0.1341,0.01343694794401527,0.1450540041237604,0.13426315475329756
112222,0.1654,-1.0591,11.2078,1.0140013249531388,0.7730304225278086,11.186512439088151,-0.0125,-0.0928,-0.3204,0.06994249237477779,0.05148662609849125,-0.3223064202718437
114222,-0.3196,-0.0442,9.754,0.5122354567021131,-0.24799659207258373,9.742727016616612,0.0083,-0.0849,0.0974,0.062138858516514295,0.06086149430992083,0.09590777294449508
116222,-0.251,0.1176,9.0302,0.3242848101034761,-0.2977520964871161,9.023720339162649,-0.0491,-0.0654,-0.1017,0.07877171238735318,0.0051173636695835785,-0.10392155804783106
118222,-0.5994,-1.7297,10.1961,1.99134161509797,0.6259297077925411,10.146643379013613,-0.1029,-0.0586,-0.3797,0.10056910998597741,-0.03941000247928315,-0.38278867683559653
120222,-0.6557,1.0758,8.4796,-0.16087352713644515,-1.2238764052977786,8.483345629273355,-0.0363,-0.1044,-0.2361,0.09651459738090636,0.0405335963061545,-0.2387513807706535
122222,-0.0655,-0.0997,10.7577,0.4184981523387134,-0.021550030665704985,10.750197144998237,-0.0418,-0.0024,0.1457,0.03288887956067919,-0.030840998271340504,0.14473646805733442
124222,0.1551,0.4346,9.8795,-0.15614453692659738,-0.19543754206332375,9.88710675366521,-0.0033,-0.0116,-0.1524,0.0067303908795118324,0.005485320592112838,-0.15262969542220237
126222,0.8977,-0.1049,10.5151,-0.20629801861569289,0.7177961241970305,10.527412366863713,0.0254,-0.1301,-0.0516,0.08142844634354114,0.10361426556501536,-0.05354644439183175
128223,-0.0211,1.3985,9.7357,-0.7818590043343606,-0.9521990075476934,9.758182147880271,0.0712,-0.124,0.0082,0.04886651342958212,0.13443069996563717,0.0072890555173158655
130222,-0.8387,0.8112,9.6258,0.19117604276388875,-1.1964337212045677,9.620264555393904,0.0003,0.0532,0.1329,-0.03707922306731343,-0.034586783358687534,0.1338716780655086
132222,1.5477,0.136,9.235,-0.84556915615052,1.06255726203816,9.2658018682532,-0.0571,-0.0873,-0.2459,0.09662516172155738,0.013642538463650275,-0.24864828839339317
134222,0.0629,-0.3408,9.7409,0.49118188053891065,0.23562242925963364,9.731827150123566,0.04,-0.0611,-0.0193,0.02025235501602292,0.07007048053243198,-0.019638476987555626
136223,-0.2026,0.411,10.4452,0.10863355639874937,-0.45510094620380553,10.44477173365578,-0.0082,-0.0061,0.0968,0.012650319474935532,-0.0026413486529141663,0.09647633402682841
138222,0.4325,0.0542,10.2775,-0.03391759753152731,0.2607292973516974,10.283378518635034,-0.0913,0.022,-0.0993,0.03940082686617971,-0.08356765823117458,-0.10071842808797955
140222,-0.9359,0.3093,8.4181,0.6032157241724431,-0.9423178635146935,8.401437571022289,-0.175,0.0141,-0.1005,0.09944537437930703,-0.14234477597246878,-0.10379134312011302
142222,0.3907,0.1393,9.3233,-0.09847978977635503,0.17703412742889488,9.330323554698005,0.0455,0.0464,-0.0254,-0.06549532589465379,0.004835365168284627,-0.023565897490829227
144222,0.8898,-0.1783,9.5212,-0.1729186488002539,0.7625118047194556,9.532337726060675,0.0614,-0.0177,0.0406,-0.025011304824054243,0.05816421631807462,0.041508657543733715
146222,1.6861,1.4336,10.4867,-1.890130264957994,0.3256559108898509,10.544684861593694,0.0791,-0.0458,-0.1109,-0.01922674789652229,0.09033535898593255,-0.11010502017587423
148222,-0.6875,-1.6759,8.5178,1.9603594537124038,0.5295388626365922,8.468222707187012,0.0407,-0.0055,-0.0113,-0.022401003783196212,0.03465603946470656,-0.01056333152912557
150222,-0.9077,-0.6185,8.7594,1.3024672128543258,-0.3225032090418971,8.725429700721428,-0.1347,0.0745,-0.1414,0.02619313510507345,-0.15047165563711895,-0.1426902281474322
152222,-0.1221,-0.5108,9.8553,0.7435542856089771,0.20386955126314427,9.839122462471574,0.0217,0.022,-0.0742,-0.03286975329071283,0.0025971867962740376,-0.07330323407873511
154221,0.5528,-0.5514,10.3735,0.3531673054523766,0.7434941628842148,10.370227827075869,0.0413,0.0477,-0.1933,-0.06845928088054061,0.0013511603989172754,-0.19146115143559872
156222,1.0092,0.4139,8.4709,-0.7311913308300079,0.4745495212610346,8.496240888913348,-0.0632,-0.0892,-0.3149,0.10008903833404183,0.010444894886808468,-0.31778291651755575
158222,-1.2344,-0.6765,10.5828,1.6085633166402578,-0.5404856863403693,10.540277733786777,0.0681,-0.1002,-0.0907,0.02994904377683998,0.11701860011401585,-0.09118027196526528
160222,-0.5196,-2.0728,10.8606,2.2201446328416465,0.9062858599235304,10.805957810491323,0.04,-0.1435,-0.1909,0.07833866925612092,0.12388114160713738,-0.19274744186289608
162222,1.0855,-0.2035,10.2719,-0.2591218175224959,0.9256535464236978,10.286285885145142,-0.0339,-0.0672,0.1432,0.07716203289031981,0.017063042432442305,0.1411600647740066
164223,0.46,0.7275,9.7604,-0.5798511433273555,-0.15155673237536102,9.77993205622323,0.0889,-0.091,0.0027,0.012103105209022759,0.12663825623434968,0.002786876614391804
166222,-0.0971,0.44,11.0151,0.034277533734589825,-0.39521849721758623,11.017172420280428,-0.0424,-0.0928,0.0693,0.10012286063060163,0.02736201590779237,0.0666244912803173
168222,0.2901,0.7638,9.4324,-0.5069854014843703,-0.3035911244453863,9.44926026813686,0.0223,-0.0232,0.1805,0.00833760652169585,0.03140626673917286,0.1804436529405415
170223,1.2116,0.5362,8.3457,-0.9587046872146426,0.550437249555206,8.377595130523295,-0.029,-0.0458,0.4193,0.06537180310413242,0.006053758684312924,0.4176613647155464
172222,-0.1208,0.7797,8.9474,-0.26730586441904297,-0.6258670477648265,8.956301264740155,-0.0925,0.0202,-0.2954,0.03607824307829142,-0.08266493680691346,-0.29680013785660264
174222,0.2172,-2.3799,10.2732,1.9622879698544742,1.669033229145594,10.228073900320753,0.0419,0.0006,-0.0296,-0.028340951454639433,0.03169206488467753,-0.02871469200998545
176222,-0.2908,-0.977,11.5725,1.2561267233274878,0.37056712793330665,11.543252587646991,-0.1133,-0.1442,-0.0296,0.18236781738996505,0.006785771873965858,-0.034678843484818936
178222,-0.1865,-0.5603,10.965,0.8538705127283931,0.1829857969376259,10.946112048085407,0.0242,-0.0244,0.2587,0.010207984939962627,0.033370285886945204,0.2586289107084274
180223,-0.7999,0.7696,10.1579,0.2127075949050487,-1.1417213974821847,10.15215681329593,0.0132,0.0214,0.266,-0.017431812503933903,-0.004640425815619529,0.26657606961205604
182222,0.5355,-1.0116,10.5233,0.7196649986915291,1.027114241896337,10.510806832244247,0.029,-0.0024,-0.3491,-0.026635219941288233,0.024852508504642174,-0.34841138359159235
184222,-0.2036,0.0688,10.5571,0.37351035904660823,-0.23515023448909633,10.55005901246965,0.117,-0.014,0.0993,-0.06210109676197171,0.09801489960900509,0.10140031417310238
186223,-1.7553,0.9125,7.7745,0.6541352886490523,-1.9552986279162112,7.752773762165382,-0.0449,-0.0189,-0.3919,0.03248235941454768,-0.02074925327622332,-0.39303078805841507
188222,-1.5326,0.6512,9.3319,0.7531541485615074,-1.6217069379845168,9.309141223727165,0.1622,-0.1234,0.1304,-0.006946201497316378,0.20309143010415137,0.13132471821531652
190222,0.1638,0.0777,10.4417,0.12624777231141926,0.03990852251998149,10.442434549976515,-0.04,-0.0183,-0.0034,0.03969899505525828,-0.018695929726492613,-0.004571872043982148
192222,-1.152,-0.9604,8.831,1.7231041062906385,-0.28831357136582947,8.78543245600611,0.0242,-0.0898,0.3302,0.062104967768490324,0.0753847600297071,0.32884925819560884
194222,-0.0973,0.3952,9.8222,0.035310013528168205,-0.36243814642159267,9.823882043469698,-0.0467,-0.0177,-0.1292,0.04005809947550296,-0.02377680704612285,-0.13044858274795115
196223,-0.588,1.3857,8.7608,-0.43320958946347227,-1.37336350290291,8.771757517477496,0.0211,-0.0556,0.3833,0.03949259160682558,0.050745202074339614,0.38251892090961337
198222,-0.5107,-0.5407,9.8699,1.0177184282518923,-0.07346569528165278,9.845148675723745,-0.0235,0.0196,-0.0553,-0.0013228563778102387,-0.030414928458770734,-0.05538666157945991
200223,-0.3642,0.5501,10.4545,0.10711017689630385,-0.6683449661935215,10.45340462261997,-0.0333,-0.0238,-0.0571,0.03807091078981758,-0.009849075948121028,-0.058218051975965496
202222,0.5151,0.4707,9.6829,-0.4216483234442771,0.0566712314396631,9.698682556622847,-0.0082,-0.0079,0.0394,0.012422385041415693,-0.0012864796736277643,0.03906455393247306
204222,0.3663,0.359,11.0217,-0.20297785065248616,0.0107880988599267,11.031754871238768,-0.021,0.0489,-0.0541,-0.025260581924766302,-0.047440888296021146,-0.05357504228837788
206222,-0.2843,-0.0676,10.1272,0.5177068891525268,-0.20718301195465028,10.116058250380307,-0.0259,0.0623,-0.1023,-0.03366569480374455,-0.05967716848650016,-0.10160042727328837
208222,-1.3387,-0.1628,9.5382,1.2548040142074228,-0.948491887269076,9.503773673186451,0.004,0.0672,-0.0871,-0.056288697976619,-0.04007220052839257,-0.08569744088053703
210222,0.0469,0.532,10.2593,-0.1499965949840844,-0.3422206449816469,10.266394201811403,-0.1359,0.0605,0.0131,0.041960840753465886,-0.142859068679763,0.011456191939488054
212223,-0.3628,0.4486,8.4615,0.128051477856189,-0.5950354517975356,8.459278114927558,-0.0675,-0.0397,-0.3589,0.06386822954192758,-0.024670911965845158,-0.36090684398896994
214222,0.2998,1.0952,9.9918,-0.7505111277565358,-0.5121684072840027,10.014980301330983,-0.0229,-0.0373,-0.1182,0.0399513119623065,0.007015225535165518,-0.1193382577482611
216222,-2.3102,-0.6411,7.9236,2.2020718078106643,-1.3755841896513477,7.86066920455657,-0.0302,0.1216,0.2208,-0.0671225637793541,-0.10235201207548379,0.2224182284757495
218223,-0.005,-1.6112,10.8071,1.5341290789432824,1.0010101948446128,10.771900088216364,0.0993,-0.0482,0.3424,-0.01779330111145973,0.1057881791010499,0.34338572168052195
220222,0.1974,-0.8121,9.5932,0.7598230155974627,0.6432721209356561,9.577934675462917,0.0223,-0.0238,0.1481,0.007891504549235108,0.03190224923803471,0.1480449642032385
222222,-0.2205,0.0173,9.9693,0.4073208841882646,-0.2128109177910257,9.961157903938368,0.0156,-0.0195,0.1359,0.00859669621065259,0.024051038506859912,0.1357942009638995
224222,1.0082,0.3776,10.7099,-0.6403821793399751,0.4897524122987408,10.733641711120306,0.0339,0.0892,0.1316,-0.08628212737739085,-0.03219561759177596,0.133952406283468
226222,-0.2529,1.0683,9.0215,-0.4001444299094379,-0.913400232633343,9.033176233800873,0.04,0.2456,-0.0981,-0.21596764186248185,-0.127818376443116,-0.09253868965804578
228222,-0.1273,0.0294,9.4677,0.32390938326343893,-0.14781512472894975,9.46190517500192,-0.084,0.0605,-0.3485,-0.0016422838829457732,-0.10203661972726695,-0.348933138968423
230222,2.1284,1.3085,10.2511,-2.086867543553561,0.7448595584230964,10.315884932328387,0.0205,0.1735,0.3204,-0.13668516206443307,-0.0975190699437633,0.3240152162548155
232221,0.135,1.1009,9.2183,-0.6700189218930901,-0.639050537254056,9.238503816298767,0.0565,-0.0134,0.0681,-0.024360898912698034,0.05155413567288779,0.06897925695925951
234222,0.5525,-0.6731,9.6927,0.42722840214446195,0.8241693405950907,9.68736173052229,-0.0827,0.1643,-0.0211,-0.07255031655207277,-0.16920206815530547,-0.01964945127554238
236222,-0.6845,-0.1269,10.0342,0.8187930428758263,-0.47401762061929326,10.013725696932898,0.0028,0.0312,0.0058,-0.025452877731621262,-0.018039911273214963,0.00645233227610588
238222,-0.2502,-0.3756,9.741,0.7199254892215132,0.019127843282651172,9.724818825951218,-0.0498,-0.0275,-0.1543,0.0488373976521194,-0.01972742606610991,-0.15578998084701598
240222,0.6888,-0.9514,9.8888,0.5570338096320628,1.1073501586448402,9.880863590101152,-0.0015,-0.0055,0.131,0.00882004965096712,0.001970515430439263,0.13081217223592104
242222,-0.2004,-0.2687,9.9788,0.612832987383008,-0.012722577282600095,9.96559515070282,0.0211,-0.0287,0.0321,0.009169008868187665,0.03453998577496968,0.03197231105305254
244222,-0.0781,-0.8095,10.2743,0.9547477764375508,0.42903585061565974,10.253146786460654,0.0144,-0.0379,-0.0296,0.0187941278398037,0.03557634979821742,-0.03001722975857556
246223,-0.1347,-1.2014,10.1088,1.285712328404188,0.6395867626145482,10.079048550395669,-0.0748,-0.0495,0.2538,0.09315356073826551,-0.02595983749264852,0.2512135211762041
248223,-0.6533,1.8169,9.1366,-0.7095760412558914,-1.7030503004833124,9.154316492742673,-0.0204,-0.1258,-0.1298,0.10554152046591044,0.06614013636084272,-0.13257567657753824
250222,-0.0827,-2.0385,10.1787,1.8928161070205272,1.219875224030437,10.133973082634434,-0.0033,-0.0403,0.0907,0.03541157098785042,0.023214930514665322,0.08982515177316965
252223,0.617,0.052,9.5574,-0.1714714957520366,0.4053805645399727,9.567317030723393,0.0187,-0.0397,0.0321,0.01911217176243663,0.03981501922509633,0.031712444355711335
254222,-0.1866,0.1476,10.0192,0.2873988569617271,-0.27128719142526386,10.014229011714459,-0.0381,-0.0299,-0.1659,0.042789658107608555,-0.00920786794018932,-0.16719058383516966
256222,-0.3484,-0.0737,9.1399,0.5362101041384042,-0.2488659033039119,9.12771240370907,0.0199,-0.0409,0.1603,0.022829520980268712,0.04107756988112815,0.1598635577660054
258222,0.1099,-0.9276,9.2519,0.8949351977355778,0.652249856797466,9.232758933972567,-0.0015,-0.0947,0.2508,0.08022467870414257,0.05920016296226532,0.24885803911723198
260222,0.0648,0.0787,9.4724,0.16237265757024288,-0.03305960879717023,9.471499347003178,-0.0693,0.0208,0.0333,0.02980913016423583,-0.06644393972237594,0.03225893185809255
262223,-0.4916,-0.5594,8.8788,0.9920026148170232,-0.04349176874626429,8.854475164563208,0.048,0.0532,0.2141,-0.06561657697930932,0.0015493769481312487,0.21602110054939985
264222,-0.3344,-0.0193,9.6558,0.5000535700336098,-0.2750519016060047,9.644737720296158,0.0468,-0.0562,-0.0522,0.011204468210041521,0.07220489354515448,-0.05229180857166648
266223,-0.4433,0.1335,9.6839,0.4545696313269436,-0.4569860765227583,9.673509697495028,0.0462,-0.0128,0.029,-0.01925823546797037,0.04343561271084472,0.029694241149723532
268222,0.4182,0.7906,9.4129,-0.61070046563223,-0.22306678223931234,9.432916586370022,0.0144,-0.0098,0.0302,-0.000978692971169949,0.017221586021501572,0.030296850771456958
